# team: Cosmic Horror
# label: palm-up-out
# timestamp: 20260226_200912
# sample_rate: 250
# samples: 2660
# duration_sec: 10.650
# channels: GSR,Ch2
#
timestamp,GSR,Ch2
1772154541.9815946,303.0,-17380.0
1772154541.9895945,303.0,-17379.0
1772154541.9815946,289.0,-17380.0
1772154541.9895945,289.0,-17380.0
1772154541.9815946,289.0,-17380.0
1772154541.9895945,289.0,-17380.0
1772154541.9897542,289.0,-17380.0
1772154541.997754,289.0,-17380.0
1772154541.9990058,289.0,-17380.0
1772154542.0070057,289.0,-17380.0
1772154542.0072744,290.0,-17380.0
1772154542.0152743,290.0,-17380.0
1772154542.0153012,290.0,-17380.0
1772154542.0233011,290.0,-17380.0
1772154542.0239582,290.0,-17380.0
1772154542.031958,290.0,-17380.0
1772154542.0394812,290.0,-17380.0
1772154542.047481,290.0,-17380.0
1772154542.0394812,285.0,-17380.0
1772154542.047481,285.0,-17381.0
1772154542.0460353,285.0,-17381.0
1772154542.0540352,285.0,-17380.0
1772154542.0551639,285.0,-17380.0
1772154542.0631638,285.0,-17381.0
1772154542.061216,285.0,-17381.0
1772154542.069216,285.0,-17380.0
1772154542.0750532,311.0,-17380.0
1772154542.083053,311.0,-17381.0
1772154542.08042,311.0,-17381.0
1772154542.08842,311.0,-17381.0
1772154542.0859408,311.0,-17380.0
1772154542.0939407,311.0,-17381.0
1772154542.095182,311.0,-17381.0
1772154542.1031818,311.0,-17381.0
1772154542.101242,302.0,-17381.0
1772154542.109242,302.0,-17381.0
1772154542.1103356,302.0,-17381.0
1772154542.1183355,302.0,-17381.0
1772154542.134479,302.0,-17381.0
1772154542.142479,302.0,-17381.0
1772154542.1444967,302.0,-17381.0
1772154542.1524966,302.0,-17381.0
1772154542.160572,282.0,-17381.0
1772154542.168572,282.0,-17381.0
1772154542.1621213,282.0,-17381.0
1772154542.1701212,282.0,-17381.0
1772154542.1888964,282.0,-17381.0
1772154542.1968963,282.0,-17381.0
1772154542.1888964,282.0,-17381.0
1772154542.1968963,282.0,-17382.0
1772154542.1888964,290.0,-17381.0
1772154542.1968963,290.0,-17381.0
1772154542.191174,290.0,-17381.0
1772154542.199174,290.0,-17382.0
1772154542.191174,290.0,-17381.0
1772154542.199174,290.0,-17381.0
1772154542.1928651,290.0,-17381.0
1772154542.200865,290.0,-17382.0
1772154542.1978333,302.0,-17381.0
1772154542.2058332,302.0,-17381.0
1772154542.210273,302.0,-17381.0
1772154542.218273,302.0,-17382.0
1772154542.2134867,302.0,-17382.0
1772154542.2214866,302.0,-17381.0
1772154542.22272,302.0,-17381.0
1772154542.2307198,302.0,-17382.0
1772154542.2306075,294.0,-17382.0
1772154542.2386074,294.0,-17381.0
1772154542.237088,294.0,-17381.0
1772154542.2450879,294.0,-17382.0
1772154542.2523706,294.0,-17382.0
1772154542.2603705,294.0,-17382.0
1772154542.2577124,294.0,-17382.0
1772154542.2657123,294.0,-17382.0
1772154542.260733,283.0,-17382.0
1772154542.2687328,283.0,-17382.0
1772154542.2694113,283.0,-17382.0
1772154542.2774112,283.0,-17382.0
1772154542.277243,283.0,-17382.0
1772154542.2852428,283.0,-17382.0
