# team: unknown
# label: superman_13
# timestamp: 20260227_154726
# sample_rate: 250
# samples: 2800
# duration_sec: 11.175
# channels: EMG1,EMG2
#
timestamp,EMG1,EMG2
1772225235.7571995,923.0,342.0
1772225235.7651994,927.0,350.0
1772225235.782966,944.0,357.0
1772225235.7909658,944.0,348.0
1772225235.7845016,935.0,333.0
1772225235.7925014,935.0,344.0
1772225235.8293335,933.0,355.0
1772225235.8373334,936.0,358.0
1772225235.8314393,936.0,353.0
1772225235.8394392,927.0,351.0
1772225235.8320155,926.0,358.0
1772225235.8400154,935.0,363.0
1772225235.8412008,933.0,357.0
1772225235.8492007,937.0,350.0
1772225235.8412008,939.0,360.0
1772225235.8492007,933.0,369.0
1772225235.8429706,930.0,359.0
1772225235.8509705,932.0,347.0
1772225235.8461423,937.0,353.0
1772225235.8541422,937.0,360.0
1772225235.8461423,940.0,350.0
1772225235.8541422,927.0,348.0
1772225235.847686,935.0,353.0
1772225235.855686,941.0,360.0
1772225235.8483129,937.0,355.0
1772225235.8563128,928.0,348.0
1772225235.8488197,928.0,349.0
1772225235.8568196,930.0,354.0
1772225235.8503973,938.0,352.0
1772225235.8583972,936.0,340.0
1772225235.8709836,933.0,341.0
1772225235.8789835,932.0,337.0
1772225235.8713043,937.0,354.0
1772225235.8793042,922.0,347.0
1772225235.8737519,926.0,345.0
1772225235.8817518,933.0,350.0
1772225235.8801885,937.0,353.0
1772225235.8881884,935.0,342.0
1772225235.8872948,937.0,340.0
1772225235.8952947,931.0,351.0
1772225235.8955433,932.0,357.0
1772225235.9035432,932.0,346.0
1772225235.9192874,929.0,342.0
1772225235.9272873,936.0,347.0
1772225235.922141,938.0,346.0
1772225235.930141,933.0,350.0
1772225235.9224937,932.0,341.0
1772225235.9304936,935.0,332.0
1772225235.9290655,934.0,348.0
1772225235.9370654,930.0,362.0
1772225235.9367065,926.0,344.0
1772225235.9447064,929.0,342.0
1772225235.9683511,931.0,346.0
1772225235.976351,935.0,343.0
1772225235.9696617,927.0,336.0
1772225235.9776616,932.0,341.0
1772225235.9791944,931.0,345.0
1772225235.9871943,926.0,350.0
1772225235.9791944,933.0,339.0
1772225235.9871943,935.0,335.0
1772225235.9811456,933.0,337.0
1772225235.9891455,938.0,352.0
1772225235.9841897,925.0,345.0
1772225235.9921896,926.0,340.0
1772225236.0043159,938.0,343.0
1772225236.0123158,935.0,347.0
1772225236.015523,924.0,342.0
1772225236.0235229,927.0,339.0
1772225236.0160525,931.0,349.0
1772225236.0240524,936.0,357.0
1772225236.0176482,938.0,345.0
1772225236.025648,924.0,342.0
1772225236.0263326,925.0,356.0
1772225236.0343325,932.0,352.0
1772225236.032603,930.0,344.0
1772225236.040603,925.0,340.0
1772225236.0579047,921.0,344.0
1772225236.0659046,941.0,347.0
1772225236.0593548,940.0,339.0
1772225236.0673547,929.0,346.0
1772225236.0608833,926.0,352.0
1772225236.0688832,930.0,342.0
1772225236.0647898,927.0,351.0
1772225236.0727897,926.0,350.0
1772225236.071058,924.0,342.0
1772225236.079058,924.0,343.0
1772225236.109784,929.0,351.0
1772225236.1177838,926.0,338.0
1772225236.109784,929.0,344.0
1772225236.1177838,932.0,345.0
1772225236.1303825,929.0,354.0
1772225236.1383824,933.0,341.0
1772225236.1303825,927.0,337.0
1772225236.1383824,931.0,355.0
1772225236.1505518,936.0,351.0
1772225236.1585517,933.0,339.0
1772225236.1521075,924.0,341.0
1772225236.1601074,926.0,350.0
1772225236.1538641,930.0,345.0
1772225236.161864,933.0,348.0
1772225236.156091,932.0,352.0
1772225236.1640909,930.0,350.0
1772225236.1571064,928.0,333.0
1772225236.1651063,929.0,344.0
1772225236.1571064,939.0,356.0
1772225236.1651063,933.0,351.0
1772225236.1603377,934.0,347.0
1772225236.1683376,929.0,347.0
1772225236.1691718,928.0,341.0
1772225236.1771717,931.0,343.0
1772225236.17708,927.0,339.0
1772225236.1850798,927.0,345.0
1772225236.2011757,930.0,349.0
1772225236.2091756,932.0,354.0
1772225236.2011757,930.0,351.0
1772225236.2091756,929.0,356.0
1772225236.2039626,931.0,348.0
1772225236.2119625,928.0,337.0
1772225236.2087975,926.0,336.0
1772225236.2167974,927.0,354.0
1772225236.2154825,933.0,350.0
1772225236.2234824,928.0,332.0
1772225236.2256975,931.0,343.0
1772225236.2336974,931.0,363.0
1772225236.2458024,935.0,352.0
1772225236.2538023,937.0,337.0
1772225236.2478461,935.0,340.0
1772225236.255846,935.0,337.0
1772225236.2493882,935.0,332.0
1772225236.257388,930.0,328.0
1772225236.2574055,933.0,337.0
1772225236.2654054,935.0,337.0
1772225236.2640853,937.0,335.0
1772225236.2720852,927.0,324.0
1772225236.271331,916.0,326.0
1772225236.279331,911.0,334.0
1772225236.3000758,920.0,343.0
1772225236.3080757,926.0,317.0
1772225236.3000758,928.0,304.0
1772225236.3080757,935.0,315.0
1772225236.3025951,934.0,332.0
1772225236.310595,918.0,336.0
1772225236.3221822,908.0,340.0
1772225236.330182,911.0,365.0
1772225236.3238273,919.0,351.0
1772225236.3318272,932.0,330.0
1772225236.3294616,934.0,340.0
1772225236.3374615,929.0,353.0
1772225236.3507848,924.0,351.0
1772225236.3587847,917.0,356.0
1772225236.352356,911.0,343.0
1772225236.3603559,919.0,334.0
1772225236.3629005,927.0,342.0
1772225236.3709004,913.0,358.0
1772225236.3629005,899.0,357.0
1772225236.3709004,897.0,350.0
1772225236.365635,911.0,344.0
1772225236.3736348,932.0,347.0
1772225236.368225,931.0,339.0
1772225236.376225,934.0,352.0
1772225236.394396,926.0,367.0
1772225236.402396,912.0,369.0
1772225236.3959022,901.0,359.0
1772225236.403902,912.0,362.0
1772225236.4063058,935.0,378.0
1772225236.4143057,942.0,366.0
1772225236.4084184,935.0,346.0
1772225236.4164183,913.0,346.0
1772225236.4099958,897.0,357.0
1772225236.4179957,906.0,361.0
1772225236.4355774,922.0,370.0
1772225236.4435773,919.0,378.0
1772225236.4377866,921.0,369.0
1772225236.4457865,923.0,355.0
1772225236.4377866,915.0,355.0
1772225236.4457865,906.0,347.0
1772225236.4400237,894.0,340.0
1772225236.4480236,893.0,341.0
1772225236.4870906,895.0,348.0
1772225236.4950905,904.0,365.0
1772225236.5003638,928.0,393.0
1772225236.5083637,942.0,396.0
1772225236.5018811,938.0,388.0
1772225236.509881,936.0,377.0
1772225236.5018811,936.0,367.0
1772225236.509881,925.0,368.0
1772225236.5349023,917.0,379.0
1772225236.5429022,929.0,378.0
1772225236.535566,937.0,373.0
1772225236.543566,939.0,380.0
1772225236.535566,937.0,384.0
1772225236.543566,933.0,369.0
1772225236.5371845,933.0,350.0
1772225236.5451844,934.0,345.0
1772225236.5385106,940.0,363.0
1772225236.5465105,941.0,371.0
1772225236.5490148,930.0,393.0
1772225236.5570147,916.0,392.0
1772225236.5500169,914.0,364.0
1772225236.5580168,938.0,368.0
1772225236.5500169,928.0,370.0
1772225236.5580168,929.0,380.0
1772225236.5520647,954.0,397.0
1772225236.5600646,956.0,414.0
1772225236.5520647,935.0,391.0
1772225236.5600646,935.0,373.0
1772225236.5783322,945.0,368.0
1772225236.586332,949.0,370.0
1772225236.5798643,933.0,356.0
1772225236.5878642,937.0,351.0
1772225236.5871518,942.0,360.0
1772225236.5951517,931.0,395.0
1772225236.6231694,917.0,384.0
1772225236.6311693,921.0,361.0
1772225236.6231694,941.0,387.0
1772225236.6311693,945.0,408.0
1772225236.6249578,952.0,397.0
1772225236.6329577,959.0,378.0
1772225236.6249578,965.0,392.0
1772225236.6329577,945.0,412.0
1772225236.6277533,921.0,387.0
1772225236.6357532,934.0,372.0
1772225236.6277533,935.0,361.0
1772225236.6357532,944.0,401.0
1772225236.63138,957.0,413.0
1772225236.63938,947.0,396.0
1772225236.6694949,959.0,390.0
1772225236.6774948,938.0,399.0
1772225236.6694949,959.0,395.0
1772225236.6774948,980.0,375.0
1772225236.671439,977.0,401.0
1772225236.6794388,962.0,414.0
1772225236.671439,957.0,430.0
1772225236.6794388,947.0,380.0
1772225236.6732836,963.0,371.0
1772225236.6812835,1018.0,368.0
1772225236.6809375,1031.0,395.0
1772225236.6889374,984.0,391.0
1772225236.6875818,948.0,407.0
1772225236.6955817,921.0,396.0
1772225236.7096157,947.0,379.0
1772225236.7176156,999.0,397.0
1772225236.7192962,969.0,388.0
1772225236.727296,956.0,408.0
1772225236.7198405,996.0,414.0
1772225236.7278404,1001.0,400.0
1772225236.7376277,969.0,390.0
1772225236.7456276,948.0,406.0
1772225236.7389684,968.0,399.0
1772225236.7469683,986.0,386.0
